MSOA,LSOA,Consumption (kWh),Number of meters,Mean consumption (kWh per meter),Median consumption (kWh per meter)
E02004517,E01021721,11033769.31,774,14255.52,13469.31
E02004517,E01021722,9064336.63,734,12349.23,11827.72
E02004518,E01021651,11567928.71,980,11804.01,9924.26
E02004518,E01021652,12517099.01,595,21037.14,19437.62
E02004518,E01021653,8164806.93,472,17298.32,17005.45
E02004518,E01021717,12873294.06,1094,11767.18,10917.33
E02004519,E01021689,8869248.51,624,14213.54,12989.6
E02004519,E01021690,7169134.65,515,13920.65,13172.28
E02004519,E01021691,8880163.37,634,14006.57,13747.03
E02004519,E01021692,8854078.22,597,14830.95,14469.31
E02004519,E01021693,11000990.1,725,15173.78,14147.52
E02004520,E01021711,6388018.81,589,10845.53,10358.42
E02004520,E01021713,6027301.98,471,12796.82,12000.99
E02004520,E01021714,6986484.16,604,11567.03,10423.27
E02004520,E01021715,7384725.74,588,12559.06,11827.23
E02004520,E01033723,11538755.45,1138,10139.5,9202.48
E02004521,E01021657,8139211.88,672,12111.92,11067.33
E02004521,E01021658,4529089.11,403,11238.43,10310.89
E02004521,E01021664,9088404.95,674,13484.28,12002.97
E02004521,E01021665,5170076.24,549,9417.26,9071.29
E02004521,E01021666,5345997.03,446,11986.54,11964.85
E02004521,E01021667,7074206.93,641,11036.2,10273.27
E02004522,E01021736,5529287.13,399,13857.86,12975.25
E02004522,E01021737,6039512.87,542,11143.01,10287.13
E02004522,E01021738,14873746.53,1054,14111.71,13172.28
E02004522,E01021739,10080845.54,668,15091.09,14003.96
E02004522,E01021740,9565312.87,711,13453.32,12779.21
E02004523,E01021637,5371745.54,470,11429.25,10862.38
E02004523,E01021638,7543421.78,751,10044.5,9283.17
E02004523,E01021639,6963854.46,765,9103.08,8709.9
E02004523,E01021640,4552758.42,434,10490.23,9990.59
E02004523,E01021641,6867968.32,565,12155.7,11313.86
E02004523,E01021642,8821404.95,848,10402.6,9679.7
E02004524,E01021643,8032250.5,556,14446.49,13903.96
E02004524,E01021644,570229.7,42,13576.9,11625.25
E02004524,E01021645,8810909.9,495,17799.82,16418.81
E02004524,E01021694,3120557.43,190,16423.99,14818.81
E02004524,E01021695,5112600.99,345,14819.13,13849.5
E02004525,E01021723,9431714.85,694,13590.37,12659.9
E02004525,E01021724,8350593.07,628,13297.12,12174.26
E02004525,E01021725,6705981.19,407,16476.61,15272.28
E02004525,E01021726,6270834.65,555,11298.8,10594.06
E02004525,E01021727,7265517.82,568,12791.4,11890.59
E02004526,E01021731,6933214.85,430,16123.76,15724.75
E02004526,E01021732,5650042.57,508,11122.13,10344.06
E02004526,E01021733,7322453.47,504,14528.68,14382.67
E02004526,E01021734,7631465.35,490,15574.42,14191.09
E02004526,E01021735,8753667.33,524,16705.47,15506.44
E02006922,E01021702,5270179.21,499,10561.48,10255.45
E02006922,E01021703,4663052.48,502,9288.95,8648.02
E02006922,E01021704,6655252.48,629,10580.69,10336.63
E02006922,E01021705,10339296.04,778,13289.58,12963.37
E02006922,E01021706,5228423.76,522,10016.14,8943.07
E02006922,E01021707,7426798.02,603,12316.41,11534.65
E02006922,E01021708,9024352.48,598,15090.89,14198.02
E02006922,E01021709,9028362.38,652,13847.18,13091.58
E02006922,E01021710,12009487.13,879,13662.67,13073.27
E02004527,E01021768,7101522.77,421,16868.23,14548.51
E02004527,E01021795,10724558.42,815,13158.97,11570.3
E02004527,E01021797,7969835.64,493,16166,15286.14
E02004527,E01021798,9957330.69,633,15730.38,14213.86
E02004527,E01021799,8106170.3,740,10954.28,9697.03
E02004528,E01021741,9690327.72,484,20021.34,17482.18
E02004528,E01021792,9927597.03,536,18521.64,16928.22
E02004528,E01021793,11682023.76,635,18396.89,17000
E02004528,E01021794,6935807.92,442,15691.87,13041.09
E02004528,E01021801,15306692.08,799,19157.31,17253.47
E02004529,E01021769,6803304.08,350,19438.01,17615.35
E02004529,E01021796,2691107.92,146,18432.25,16349.5
E02004529,E01021800,6475542.16,267,24252.97,22056.38
E02004530,E01021753,9483718.81,668,14197.18,12207.43
E02004530,E01021754,11541517.82,621,18585.37,17542.57
E02004530,E01021755,7998468.32,492,16257.05,16288.12
E02004530,E01021802,11204248.51,888,12617.4,11249.5
E02004531,E01021760,10960565.35,648,16914.45,15650
E02004531,E01021761,12084566.34,781,15473.2,13737.62
E02004531,E01021762,8951487.13,632,14163.75,12961.88
E02004531,E01021763,12323459.41,817,15083.79,14337.62
E02004532,E01021756,10522908.91,622,16917.86,14629.21
E02004532,E01021757,12643711.88,774,16335.55,14771.29
E02004532,E01021758,7385965.35,515,14341.68,12773.27
E02004532,E01021759,8785672.28,610,14402.74,13274.75
E02004533,E01021811,6278902.97,596,10535.07,10078.22
E02004533,E01021813,7699115.84,524,14692.97,14388.61
E02004533,E01021814,7768992.08,618,12571.18,12048.02
E02004533,E01021815,6518260.4,607,10738.49,10416.83
E02004533,E01021816,5399831.68,584,9246.29,8635.64
E02004534,E01021807,8446800,608,13892.76,13267.33
E02004534,E01021808,6546076.24,638,10260.31,9617.82
E02004534,E01021809,6729374.26,592,11367.19,10722.28
E02004534,E01021810,7457287.13,704,10592.74,9426.24
E02004534,E01021817,13620544.55,1074,12682.07,11672.28
E02004535,E01021806,13233434.87,680,19460.93,14557.43
E02004535,E01021812,3367720.79,247,13634.5,13177.23
E02004535,E01021818,9011292.08,793,11363.55,9318.81
E02004536,E01021770,11037830.86,713,15480.83,13386.75
E02004536,E01021803,9786661.39,511,19151.98,16977.23
E02004536,E01021804,10241239.6,576,17779.93,15149.5
E02004536,E01021805,10126345.54,508,19933.75,19645.05
E02004537,E01021774,5850590.5,536,10915.28,10209.69
E02004537,E01021775,6897005.93,637,10827.32,10262.12
E02004537,E01021776,7732908.01,735,10520.96,9079.13
E02004537,E01021777,7036929.77,596,11806.93,11293.77
E02004537,E01021778,6969337.29,596,11693.52,11202.27
E02004537,E01021779,6587552.92,668,9861.61,9275.47
E02004538,E01021786,7856744.81,394,19940.98,19984.17
E02004538,E01021787,13117731.95,667,19666.76,18583.58
E02004538,E01021788,12250247.28,602,20349.25,18245.8
E02004538,E01021789,16261141.44,529,30739.4,30131.55
E02004538,E01021790,7739018.79,625,12382.43,11683.48
E02004538,E01021791,11354374.88,673,16871.29,15933.73
E02004539,E01021771,6754846.69,744,9079.1,8311.08
E02004539,E01021772,8209862.51,613,13392.92,12772.5
E02004539,E01021773,6886753.71,571,12060.86,11620.18
E02004539,E01021783,8597147.38,649,13246.76,12641.94
E02004539,E01021784,8456853.61,651,12990.56,12268.05
E02004540,E01021780,13742981.21,518,26530.85,25510.88
E02004540,E01021781,12893473.12,680,18960.99,16547.97
E02004540,E01021782,10872886.25,564,19278.17,17109.79
E02004540,E01021785,7657544.02,655,11690.91,11523.24
E02004541,E01021742,7356751.73,520,14147.6,13963.4
E02004541,E01021743,8145287.83,654,12454.57,11385.26
E02004541,E01021744,8696873.39,651,13359.25,12832.84
E02004541,E01021745,11693578.64,647,18073.54,17258.16
E02004541,E01021746,10892121.66,709,15362.65,13139.47
E02004541,E01021747,13694841.74,621,22052.89,21752.72
E02004541,E01021748,14170783.38,779,18190.99,16270.03
E02004542,E01021749,15050293.77,873,17239.74,15668.64
E02004542,E01021750,12946750.74,509,25435.66,24200.79
E02004542,E01021751,13020164.19,476,27353.29,25909
E02004542,E01021752,10347831.85,553,18712.17,16706.23
E02004543,E01021764,6246221.56,710,8797.5,8061.33
E02004543,E01021765,12092671.61,647,18690.37,16841.74
E02004543,E01021766,12523672.6,506,24750.34,20952.03
E02004543,E01021767,14182561.82,706,20088.61,17792.78
E02004544,E01021854,10190121.78,690,14768.29,12146.53
E02004544,E01021855,9315163.37,637,14623.49,12966.34
E02004544,E01021856,7184856.44,574,12517.17,11538.12
E02004544,E01021857,20125071.29,1515,13283.88,12048.51
E02004545,E01021844,7089436.63,528,13426.96,12976.73
E02004545,E01021845,8326659.41,617,13495.4,11912.87
E02004545,E01021846,6336864.36,563,11255.53,10067.33
E02004545,E01021847,6550605.94,559,11718.44,10996.04
E02004545,E01021848,10651664.36,775,13744.08,12169.31
E02004546,E01021849,7610407.92,654,11636.71,10736.63
E02004546,E01021850,6148299.01,620,9916.61,9385.15
E02004546,E01021851,6790856.44,722,9405.62,8776.24
E02004546,E01021852,7299106.93,670,10894.19,9851.98
E02004546,E01021853,6373551.49,496,12849.9,11808.91
E02004547,E01021839,8649512.87,695,12445.34,11919.8
E02004547,E01021840,9935099.01,801,12403.37,10279.21
E02004547,E01021841,7454377.23,598,12465.51,11142.08
E02004547,E01021842,6906909.9,664,10401.97,9951.98
E02004547,E01021843,10752216.83,1154,9317.35,8706.93
E02004548,E01021824,8066896.04,639,12624.25,12110.89
E02004548,E01021825,6625600,624,10617.95,9732.18
E02004548,E01021826,7715017.82,643,11998.47,11256.44
E02004548,E01021827,6286899.01,599,10495.66,9672.28
E02004548,E01021828,11888800,849,14003.3,13178.22
E02004549,E01021819,7092529.7,641,11064.79,10743.56
E02004549,E01021820,7196473.27,628,11459.35,10963.86
E02004549,E01021822,7550337.62,624,12099.9,11025.74
E02004549,E01021823,7743350.5,774,10004.33,9520.79
E02004549,E01021870,6857994.06,580,11824.13,11198.02
E02004550,E01021831,6182104.95,578,10695.68,10287.62
E02004550,E01021868,7693811.88,649,11854.87,11418.81
E02004550,E01021869,7227958.42,565,12792.85,12227.72
E02004550,E01021871,6032039.6,561,10752.3,10179.21
E02004550,E01021872,6608372.28,630,10489.48,8985.64
E02004551,E01021821,5744506.93,602,9542.37,9397.52
E02004551,E01021834,7332135.64,677,10830.33,10364.36
E02004551,E01021835,7448115.84,607,12270.37,11467.33
E02004551,E01021836,6410731.68,593,10810.68,9831.68
E02004551,E01021837,6637617.82,649,10227.45,9820.79
E02004552,E01021829,6291602.97,627,10034.45,9872.28
E02004552,E01021830,7641219.8,501,15251.94,15264.36
E02004552,E01021832,5026737.62,491,10237.75,9722.77
E02004552,E01021833,6520625.74,529,12326.32,10852.48
E02004552,E01021865,5052010.89,560,9021.45,8379.21
E02004553,E01021838,7406422.77,615,12042.96,11299.01
E02004553,E01021858,6141443.56,623,9857.85,9619.8
E02004553,E01021859,7635338.61,634,12043.12,10771.78
E02004553,E01021860,5441991.09,563,9666.06,9478.22
E02004553,E01021861,6086895.05,492,12371.74,11736.14
E02004554,E01021862,6359668.32,631,10078.71,9674.26
E02004554,E01021863,7265344.55,654,11109.09,10634.65
E02004554,E01021864,4989718.81,552,9039.35,8431.19
E02004554,E01021866,4667436.63,528,8839.84,8445.05
E02004554,E01021867,7845163.37,567,13836.27,12182.18
E02004555,E01021908,-,-,-,-
E02004555,E01021909,-,-,-,-
E02004555,E01021910,-,-,-,-
E02004555,E01021911,2252757.43,145,15536.26,15321.78
E02004556,E01021882,264871.29,16,16554.46,12077.23
E02004556,E01021883,-,-,-,-
E02004556,E01021912,10286716.83,504,20410.15,19405.45
E02004556,E01021913,718001.98,38,18894.79,16384.16
E02004557,E01021884,5482939.6,528,10384.36,9922.77
E02004557,E01021885,6725158.42,444,15146.75,14264.36
E02004557,E01021886,8032056.69,638,12589.43,11823.27
E02004557,E01021887,10832350.5,836,12957.36,12139.11
E02004557,E01021888,8081765.35,797,10140.23,9484.16
E02004558,E01021889,12098926.73,1048,11544.78,10825.25
E02004558,E01021890,9746835.64,731,13333.56,10870.3
E02004558,E01021891,9754254.46,649,15029.67,12625.74
E02004558,E01021892,4601802.97,426,10802.35,9834.65
E02004559,E01021893,8100698.02,577,14039.34,13652.48
E02004559,E01021894,6009946.53,477,12599.47,11986.14
E02004559,E01021895,5492358.42,485,11324.45,10566.34
E02004559,E01021896,6947686.14,499,13923.22,13455.45
E02004559,E01021897,5733565.35,483,11870.74,11453.47
E02004559,E01021898,6834248.51,567,12053.35,11914.85
E02004560,E01021901,-,-,-,-
E02004560,E01021904,8494507.92,637,13335.18,12208.91
E02004560,E01021905,6196376.24,472,13127.92,12377.23
E02004560,E01021906,6171241.58,468,13186.41,11766.34
E02004560,E01021907,-,-,-,-
E02004561,E01021873,7606870.3,466,16323.76,16045.54
E02004561,E01021874,6096922.77,455,13399.83,12073.27
E02004561,E01021875,5313132.67,391,13588.57,11744.55
E02004561,E01021899,6338432.67,445,14243.67,13552.48
E02004561,E01021900,3738666.34,245,15259.86,14770.3
E02004561,E01021902,-,-,-,-
E02004561,E01021903,-,-,-,-
E02004562,E01021878,8342476.24,645,12934.07,11645.54
E02004562,E01021879,7839593.07,630,12443.8,11973.27
E02004562,E01021880,9489270.3,720,13179.54,11434.65
E02004562,E01021881,6802634.65,503,13524.12,12706.93
E02004562,E01033057,12829465.35,800,16036.83,14974.75
E02004563,E01021942,4865732.94,365,13330.78,12166.17
E02004563,E01021943,10668364.99,665,16042.65,14804.15
E02004563,E01021944,9783017.8,636,15382.1,14849.16
E02004563,E01021945,9166666.67,630,14550.26,13928.78
E02004564,E01021914,10547918.89,672,15696.31,14768.05
E02004564,E01021927,7396460.93,496,14912.22,15071.71
E02004564,E01021928,7414794.26,592,12524.99,11868.94
E02004564,E01021929,8408966.37,550,15289.03,14986.65
E02004564,E01021931,8860897.13,663,13364.85,12751.73
E02004565,E01021933,11009110.78,719,15311.7,14478.73
E02004565,E01021934,8942685.46,536,16684.11,16300.69
E02004565,E01021935,9187404.55,540,17013.71,15756.18
E02004565,E01021936,11243193.87,680,16534.11,15184.97
E02004565,E01021937,9156005.93,666,13747.76,12567.26
E02004565,E01021938,10151430.27,663,15311.36,14964.39
E02004565,E01021939,10592566.77,690,15351.55,14858.56
E02004565,E01021940,12677380.81,783,16190.78,15249.26
E02004565,E01021941,15067160.24,760,19825.21,17273.99
E02004566,E01021915,3890266.07,257,15137.22,13534.12
E02004566,E01021916,5302188.92,382,13880.08,13365.48
E02004566,E01021953,4751078.14,557,8529.76,8032.64
E02004566,E01021955,6962287.83,588,11840.63,10095.94
E02004567,E01021918,8740911.97,577,15148.89,14591.49
E02004567,E01021919,8250007.91,534,15449.45,15303.17
E02004567,E01021925,9445852.62,644,14667.47,14434.22
E02004567,E01021960,14074757.67,801,17571.48,16890.21
E02004567,E01021961,9780282.89,623,15698.69,14931.75
E02004568,E01021920,10110045.5,685,14759.19,13759.64
E02004568,E01021926,10807304.65,879,12295,11903.07
E02004568,E01021957,7478954.5,709,10548.6,9634.03
E02004568,E01021958,6356796.24,528,12039.39,11395.15
E02004568,E01021959,8327263.11,636,13093.18,12220.08
E02004569,E01021930,5733837.78,475,12071.24,11622.16
E02004569,E01021932,8437856.58,618,13653.49,12946.59
E02004569,E01021952,8932333.33,602,14837.76,14231.45
E02004569,E01021954,9548282.89,618,15450.3,13131.06
E02004569,E01021956,8172162.22,661,12363.33,11122.65
E02004570,E01021950,8347329.38,604,13820.08,13278.93
E02004570,E01021951,7191076.16,478,15044.09,14290.31
E02004570,E01021962,6845144.41,468,14626.38,12818.99
E02004570,E01021963,11635412.46,541,21507.23,19545
E02004570,E01021964,11016611.28,627,17570.35,16917.9
E02004570,E01021966,9979130.56,686,14546.84,13850.64
E02004571,E01021946,10323052.42,560,18434.02,16826.41
E02004571,E01021947,7099779.43,476,14915.5,14423.84
E02004571,E01021948,6698591.49,525,12759.22,12232.44
E02004571,E01021949,9229875.37,562,16423.27,15552.42
E02004571,E01021965,15956256.18,1024,15582.28,14567.75
E02004572,E01021917,9667666.67,625,15468.27,14238.38
E02004572,E01021921,5949632.05,504,11804.83,11014.34
E02004572,E01021922,7172622.16,594,12075.12,11263.11
E02004572,E01021923,7630977.25,527,14480.03,13552.92
E02004572,E01021924,8661860.53,605,14317.12,12276.95
E02004573,E01021997,6595819.8,680,9699.74,8076.24
E02004573,E01021998,7045273.27,641,10991.07,9736.63
E02004573,E01021999,9413572.28,719,13092.59,11859.41
E02004573,E01022001,8315569.31,787,10566.16,9325.74
E02004574,E01022000,7757003.96,662,11717.53,11266.34
E02004574,E01022006,7230061.39,697,10373.12,8962.38
E02004574,E01022007,7307925.74,691,10575.87,10366.34
E02004574,E01033051,11449840.59,1090,10504.44,10033.66
E02004575,E01021978,8464547.52,552,15334.33,14185.64
E02004575,E01022013,8537844.55,632,13509.25,12521.78
E02004575,E01022014,6922516.83,577,11997.43,11135.64
E02004575,E01022015,6786380.2,631,10754.96,10281.19
E02004575,E01022019,1961450.5,118,16622.46,15688.12
E02004575,E01022020,10247566.34,767,13360.58,11400.99
E02004575,E01022021,6150234.65,578,10640.54,9910.89
E02004576,E01021991,-,-,-,-
E02004576,E01021992,5306859.41,428,12399.2,12159.9
E02004576,E01022002,9891380.2,793,12473.37,12272.28
E02004576,E01022004,7627826.73,727,10492.2,9876.24
E02004576,E01022005,10226900.99,781,13094.62,11859.41
E02004576,E01022028,5085666.34,376,13525.71,12782.67
E02004577,E01021971,4876877.23,282,17293.89,16204.95
E02004577,E01021972,3325895.05,238,13974.35,12068.32
E02004577,E01022051,1302941.58,117,11136.25,10334.65
E02004577,E01022052,8139973.27,592,13749.95,12402.48
E02004578,E01021985,10240858.42,767,13351.84,12202.97
E02004578,E01021986,13371005.94,867,15422.15,11616.83
E02004578,E01022054,8190515.84,620,13210.51,11663.86
E02004578,E01022055,6769134.65,586,11551.42,11009.9
E02004578,E01022056,8954592.08,774,11569.24,10028.71
E02004579,E01021973,5131388.12,331,15502.68,15175.25
E02004579,E01021974,3079483.17,223,13809.34,12219.8
E02004579,E01022016,6999773.27,483,14492.28,13393.07
E02004579,E01022017,6684450.5,460,14531.41,14062.87
E02004579,E01022018,6270637.62,475,13201.34,12498.02
E02004580,E01021987,11342604.95,676,16779,14909.9
E02004580,E01021994,7846417.82,644,12183.88,11560.89
E02004580,E01021995,7957997.03,616,12918.83,12316.34
E02004580,E01021996,6575849.5,551,11934.39,11585.15
E02004580,E01022009,7635261.39,558,13683.26,12684.16
E02004580,E01022010,10289411.88,750,13719.22,12900.5
E02004580,E01022011,11200548.51,747,14994.04,13326.73
E02004580,E01022012,11467722.77,966,11871.35,11320.79
E02004581,E01021967,11907078.22,814,14627.86,13308.91
E02004581,E01021983,8556070.3,564,15170.34,14058.42
E02004581,E01021993,10079571.29,756,13332.77,12285.15
E02004581,E01022053,6470710.89,403,16056.35,14061.39
E02004582,E01021984,12586711.88,1077,11686.83,11018.81
E02004582,E01022039,5739399.01,636,9024.21,8841.58
E02004582,E01022040,8799327.72,783,11237.97,10856.44
E02004582,E01022041,8319619.8,732,11365.6,10703.96
E02004583,E01021979,8081033.66,651,12413.26,11291.09
E02004583,E01021980,9906325.74,800,12382.91,11497.52
E02004583,E01021981,9619190.1,761,12640.2,11534.65
E02004583,E01021982,11411828.71,942,12114.47,10603.96
E02004583,E01022046,4833137.62,306,15794.57,15150.5
E02004584,E01022008,13328660.4,1018,13092.99,12490.1
E02004584,E01022033,9821714.85,781,12575.82,12004.95
E02004584,E01022034,10885480.2,812,13405.76,12365.35
E02004584,E01022035,10811284.16,766,14113.95,13331.68
E02004585,E01021975,7322492.08,675,10848.14,9770.3
E02004585,E01021976,7558285.15,624,12112.64,11426.24
E02004585,E01021977,11333202.97,1134,9994.01,8664.36
E02004585,E01022022,7105923.76,595,11942.73,11427.72
E02004585,E01022044,9128440.59,760,12011.11,11393.07
